,0
388,(-509.9870245341453-7.865306855214066e-15j)
389,(-400.3458960094765-2.6050018488476656e-16j)
390,(-404.0452442130035+3.865565696039855e-14j)
391,(-501.0129048721884-4.025581000624304e-15j)
392,(-411.6242415463481-4.307058261565638e-15j)
393,(-413.518792464027-8.897222295760255e-15j)
394,(-415.0609000138234+9.94461908579402e-16j)
395,(-496.0327810953673+1.0207900961503559e-14j)
396,(-493.53091677697813+2.5742202577663357e-14j)
397,(-420.8141910534073-1.7439602284624525e-15j)
398,(-422.66988446121456-4.146635326054617e-15j)
399,(-428.01688656320135-3.5695615873865615e-15j)
400,(-489.79920648093713-2.4561687998145417e-14j)
401,(-483.89836771125135-1.56186767787858e-14j)
402,(-483.80695399128035+1.3649688908056611e-14j)
403,(-431.6257126198098+1.1494736336043524e-14j)
404,(-478.9529947063589+9.30837905412163e-15j)
405,(-434.73948439235147+3.3842168851356194e-14j)
406,(-472.9916049134351+2.2594356719912073e-14j)
407,(-440.9814126054474+1.6331824594404645e-14j)
408,(-470.4207826912155+5.528896034738397e-15j)
409,(-490.28861336340253-2.131620812413525e-14j)
410,(-490.28861336340333+1.4667086989383904e-14j)
411,(-445.29486316998054+2.9149295940677945e-14j)
412,(-466.8182021805029-4.242681966110526e-15j)
413,(-462.25943438333724+1.1072951937559046e-15j)
414,(-449.4084152687355-3.8657358473049935e-15j)
415,(-453.46027201606813-1.2445507630619766e-14j)
416,(-458.03646397732336-6.95222674659886e-15j)
417,(-460.61285007279696-5.466571907587971e-15j)
418,(-429.3305047920661-3.5527115232365837e-15j)
419,(-429.330504792065+8.252079575221671e-15j)
420,(-477.0103383918775+5.841009547838917e-16j)
421,(-477.01033839187744+5.611164640492482e-14j)
422,(-435.75250177999976+8.759577488182842e-15j)
423,(-435.7525017800024-2.4238776133791995e-14j)
424,(-437.2973529771968-4.44219670123995e-15j)
425,(-437.2973529771946-1.8961178113729993e-14j)
426,(-441.6665846797141+8.681492935030435e-15j)
427,(-472.3388805303158-1.0658141035591993e-14j)
428,(-472.3388805303172+1.414753730832885e-14j)
429,(-467.58316569792987+1.437430400270473e-16j)
430,(-441.66658467971257+7.0928508476182734e-15j)
431,(-443.7193499651327+2.0203841522071263e-14j)
432,(-443.71934996513113+1.3102501939324385e-14j)
433,(-467.5831656979288-7.126616165600214e-16j)
434,(-466.4247976306057+7.1054273125274146e-15j)
435,(-466.42479763060516-2.609024107869118e-14j)
436,(-446.72452567114465-1.7763568394002505e-14j)
437,(-446.7245256711435-2.1316282072803006e-14j)
438,(-449.63343286484485-2.0842017838295286e-14j)
439,(-449.6334328648442+4.6621533104460105e-15j)
440,(-453.14652265907984-1.7763578739114957e-15j)
441,(-453.14652265907984-1.7008096320214605e-14j)
442,(-459.0606055587921-2.8454175777343246e-14j)
443,(-460.00280064266883-7.046913472201643e-15j)
444,(-459.0606055587922-3.066945350532947e-14j)
445,(-460.0028006426697+6.687507184920065e-15j)
446,(-459.616317512799-5.684342008693716e-14j)
447,(-459.6163175127992+6.927791673660977e-14j)
448,(-1.9851686647074619e-13-3.797153853073306e-15j)
449,(-588.1519309422124+1.7955835712171482e-14j)
450,(-447.52668258625596+9.167436910809741e-17j)
451,(-578.0347408801177-6.057698482361917e-15j)
452,(-453.73789253185726-8.891549013609911e-16j)
453,(-459.6720024519491+1.1238465985015828e-14j)
454,(-463.2949018056928+2.957221086602213e-14j)
455,(-567.6575424322781-6.926688982902187e-15j)
456,(-468.4439005215228-7.743328880243937e-15j)
457,(-562.4232049733832+1.632414717127123e-14j)
458,(-473.04894189761535-2.0539550624899866e-14j)
459,(-558.9559422268957-3.289696325818717e-15j)
460,(-476.23381121337434-4.7291217159857514e-15j)
461,(-554.4104769395765+3.339297706548009e-15j)
462,(-482.3757633764954+1.9563917259017403e-14j)
463,(-483.583480362498+3.7750541975477104e-14j)
464,(-486.01134887167217-2.4589686832207574e-15j)
465,(-547.948785722328-5.8173289101518435e-15j)
466,(-546.5926642343818-2.595758142550861e-14j)
467,(-491.3242272915867+1.3245891676062915e-14j)
468,(-540.0724966740188+8.87458040634621e-15j)
469,(-537.7152989088547+1.9008553518966672e-14j)
470,(-499.37393711739924+9.793896190250302e-15j)
471,(-499.959328751344+1.989045167096529e-14j)
472,(-555.9842682525689+5.709180185680899e-14j)
473,(-555.9842682525676+1.421367194678457e-14j)
474,(-523.1353746687068+2.5992642998552013e-14j)
475,(-532.2442689585403+5.416555950778e-14j)
476,(-527.7810355607912+1.2457311820493022e-14j)
477,(-528.3285855397571+3.909127117431909e-14j)
478,(-519.416926162808-8.256791140301117e-16j)
479,(-508.1779080224319+3.895685660243039e-15j)
480,(-515.8698646994432-4.374497568094621e-16j)
481,(-512.8235283382008-2.1096030855807803e-15j)
482,(-489.75992682044506-2.8422555322408614e-14j)
483,(-489.7599268204435+8.483491686916977e-14j)
484,(-495.26786025997995+7.723102861437932e-15j)
485,(-540.7744937532347-5.595524044346453e-14j)
486,(-540.7744937532369-2.863833302446661e-14j)
487,(-495.2678602599812-3.103413988240148e-14j)
488,(-535.5072101724173+4.530259979611834e-14j)
489,(-535.507210172416+2.876865412559937e-14j)
490,(-528.1874130093933+6.297784525214449e-14j)
491,(-533.6953464489322-1.243419914888713e-14j)
492,(-533.6953464489326+1.7506829319557937e-14j)
493,(-532.3785745048136+3.197442449011343e-14j)
494,(-532.3785745048117-4.918678311871538e-14j)
495,(-502.34700756428674-1.427535762579122e-14j)
496,(-502.34700756428595+2.8289442444989657e-14j)
497,(-528.1874130093939+2.98684003753929e-14j)
498,(-504.5817192616396-9.548279211442593e-15j)
499,(-504.5817192616389-9.570252576529548e-15j)
500,(-507.7103549292451+7.105427357601002e-15j)
501,(-507.710354929244-7.693845560652335e-14j)
502,(-510.0896527011766-2.1832975047375494e-15j)
503,(-510.0896527011764-5.630972080132333e-14j)
504,(-520.2974356730866-6.154904061378305e-19j)
505,(-520.297435673087+8.704148513061227e-14j)
506,(-513.2182883687816+3.5527136679731326e-14j)
507,(-513.2182883687814-2.643718577388654e-14j)
508,(-517.1688000054825-1.0658141054789426e-14j)
509,(-517.1688000054819-1.901603874365776e-14j)
510,(-517.5567820636173+3.582600893945171e-15j)
511,(-517.5567820636182+1.8908485888147197e-15j)
512,(-1.6834350248612795e-13+1.2532441106145187e-14j)
513,(-680.7282848101672-1.0967528427319965e-14j)
514,(-512.2478777644479+9.158073103438831e-15j)
515,(-655.052146449687-5.997970402001505e-15j)
516,(-521.8673930664972-8.577887776337532e-15j)
517,(-527.9575245860358-1.042909084927486e-14j)
518,(-646.2060625224082+1.0113137921715634e-14j)
519,(-642.4640330527089+3.165583241041672e-14j)
520,(-533.510615143473+1.744608582531496e-15j)
521,(-633.1761210158321+4.8888946638660836e-18j)
522,(-539.1908996197155+1.3317273617686944e-14j)
523,(-628.4284052750019+9.684349194660889e-15j)
524,(-541.3160625591934-2.1348464718132066e-14j)
525,(-545.4576944309476+4.87781205781481e-14j)
526,(-545.8053443369402+6.381972998073316e-14j)
527,(-550.3596470928229-8.3278295682645e-15j)
528,(-623.7335545690989-1.7899917533187795e-14j)
529,(-553.3334422735836+1.6959717574571054e-15j)
530,(-618.6895781194182+2.8137733356681117e-15j)
531,(-643.5585114433576+9.620719991688218e-15j)
532,(-643.5585114433553-2.614212015264461e-14j)
533,(-617.4024623789327+6.895261869703999e-14j)
534,(-562.8169119251347-3.100205950038234e-14j)
535,(-566.0222720401503-1.8881869422804822e-14j)
536,(-607.6814353006008-1.3746044839928752e-14j)
537,(-610.9685127430552+4.819065241305166e-14j)
538,(-603.5317439658928-3.4189954577307683e-14j)
539,(-597.6015385618225-3.5096236949101494e-14j)
540,(-596.1557745124735-1.3907074695543045e-14j)
541,(-591.7708219338217-9.169374479017863e-15j)
542,(-586.955097038483-3.972945343033481e-14j)
543,(-569.6729830313448-1.3615092118826582e-14j)
544,(-581.1563529889652-7.811670411894982e-16j)
545,(-582.7156746136089-3.7861673858152036e-15j)
546,(-554.7751809097375+5.502499626009888e-16j)
547,(-554.7751809097404-2.2842296630576353e-14j)
548,(-617.5996185940218+2.3092744382872442e-14j)
